TOTAL_ROWS,DISTINCT_HUBSPOT_UID,EARLIEST_SCORE_TS,LATEST_SCORE_TS,MIN_SCORE,MAX_SCORE,MEAN_SCORE,STDDEV_SCORE,P10,P25,P50,P75,P90
33022,33022,2025-03-06 00:00:00.000000000,2026-04-15 09:45:28.056000000,0.12916165590286255,0.9432014226913452,0.6344178702187462,0.1059086563637636,0.5097391671330266,0.5719641512034099,0.6287532492096753,0.7085860610939562,0.7608903071404863
