WINDOW_LABEL,DISTINCT_USERS,TOTAL_EVENTS,AVG_EVENTS_PER_USER,MEDIAN_EVENTS_PER_USER,SHARE_1_EVENT,SHARE_2_EVENTS,SHARE_3_TO_5,SHARE_6_TO_10,SHARE_11_PLUS
1_pre,15334,22694,1.479979,1.000,0.7635320203469415,0.1443850267379679,0.07473588104865006,0.013760271292552497,0.003586800573888092
2_post_2wk,6499,9429,1.450839,1.000,0.7584243729804585,0.1566394829973842,0.06893368210493922,0.0130789352208032,0.002923526696414833
4_post_8wk_clean,13769,20218,1.468371,1.000,0.7550294139007916,0.15818142203500618,0.06972183891350134,0.013871740867165371,0.003195584283535478
