TOTAL_DELIVERIES,DISTINCT_USERS,DISTINCT_NOTIFICATIONS,EARLIEST_DELIVERY,LATEST_DELIVERY,DATE_RANGE_DAYS
3216279,553571,1809829,2025-02-26,2026-04-02,400
