CONTENT_TYPE_ID,CREATED_AT,ID,PUBLISHED,PUBLISHED_AT,PUBLISH_AT,UPDATED_AT,_SDC_BATCHED_AT,_SDC_RECEIVED_AT,_SDC_SEQUENCE,_SDC_TABLE_VERSION
12,2025-06-27 09:43:29.723000000 +00:00,285865,true,2025-06-27 09:43:29.739000000 +00:00,,2025-06-27 09:43:29.743000000 +00:00,2025-09-17 22:10:52.348000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147019221658149,1758147013551
12,2025-06-27 11:05:19.247000000 +00:00,405830,true,2025-06-27 11:05:19.259000000 +00:00,,2025-06-27 11:05:19.262000000 +00:00,2025-09-17 22:10:56.134000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147021037079557,1758147013551
12,2025-06-25 10:15:38.853000000 +00:00,184098,true,2025-06-25 10:15:38.864000000 +00:00,,2025-06-25 10:15:38.867000000 +00:00,2025-09-17 22:10:49.329000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147017645992570,1758147013551
12,2025-07-25 18:00:54.822000000 +00:00,787001,true,2025-07-25 18:00:54.835000000 +00:00,,2025-07-25 18:00:54.838000000 +00:00,2025-09-17 22:11:07.502000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147026785518742,1758147013551
12,2025-05-29 22:16:59.979000000 +00:00,26616,true,2025-05-29 22:16:59.990000000 +00:00,,2025-05-29 22:16:59.993000000 +00:00,2025-09-17 22:10:44.614000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147014263669468,1758147013551
12,2025-06-27 10:15:44.272000000 +00:00,328489,true,2025-06-27 10:15:44.285000000 +00:00,,2025-06-27 10:15:44.288000000 +00:00,2025-09-17 22:10:53.698000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147019885496360,1758147013551
12,2025-05-29 23:11:35.928000000 +00:00,101009,true,2025-05-29 23:11:35.941000000 +00:00,,2025-05-29 23:11:35.943000000 +00:00,2025-09-17 22:10:46.889000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147016284921530,1758147013551
12,2025-06-27 11:27:28.492000000 +00:00,441495,true,2025-06-27 11:27:28.509000000 +00:00,,2025-06-27 11:27:28.512000000 +00:00,2025-09-17 22:10:57.256000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147021614923078,1758147013551
12,2025-06-25 10:11:38.001000000 +00:00,177871,true,2025-06-25 10:11:38.013000000 +00:00,,2025-06-25 10:11:38.016000000 +00:00,2025-09-17 22:10:49.146000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147017483334226,1758147013551
12,2025-07-18 10:02:51.642000000 +00:00,748041,true,2025-07-18 10:02:51.658000000 +00:00,,2025-07-18 10:02:51.661000000 +00:00,2025-09-17 22:11:06.357000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147026141194038,1758147013551
12,2025-07-11 11:03:47.060000000 +00:00,684806,true,2025-07-11 11:03:47.074000000 +00:00,,2025-07-11 11:03:47.077000000 +00:00,2025-09-17 22:11:04.491000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147025244021977,1758147013551
