DISTINCT_COMPANYIDS,SUM_ACTIVE_USERS_NAIVE,AVG_CHARGEBEE_CUST_PER_COMPANY,MAX_CHARGEBEE_CUST_PER_COMPANY,ROWS_TOTAL_PRE_GROUP
483,1077,1.014,2,371595
