TOTAL_DELIVERIES,DISTINCT_USERS,DISTINCT_NOTIFICATIONS,EARLIEST_DELIVERY,LATEST_DELIVERY,DATE_RANGE_DAYS
3265057,557076,1809923,2025-02-26,2026-04-02,400
