TOTAL_CONTACTS,HAS_EMAIL,HAS_SOUNDSTRIPE_USER_ID,HAS_CHARGEBEE_CUSTOMER_ID,EMAIL_ONLY,EMAIL_AND_SS_ONLY,EMAIL_AND_CB_ONLY,ALL_THREE,EMAIL_MISSING
1757498,1756785,1571107,1570491,185681,616,0,1570488,713
