TOTAL_CONTACTS,CONTACTS_WITH_SCORE,PCT_WITH_SCORE,MIN_SCORE,MAX_SCORE,MEAN_SCORE,STDDEV_SCORE,P10,P25,P50,P75,P90
1757498,26763,1.523,0.15,0.95,0.5717128124649702,0.1462149919809928,0.4099999999999999,0.45999999999999996,0.59,0.6799999999999999,0.7458926829268295
