TOTAL_CONTACTS,CONTACTS_WITH_SCORE,PCT_WITH_SCORE,MIN_SCORE,MAX_SCORE,MEAN_SCORE,STDDEV_SCORE,P10,P25,P50,P75,P90
1757498,1571898,89.440,0.02,23.14,1.4304558013561448,0.9821766399168067,0.3300000000000001,0.5799999999999997,1.0737283228425725,2.260000000000001,2.7399999999999998
