OBJECTTYPEID,OBJECT_TYPE,ROW_COUNT,DISTINCT_OBJECT_ID_COUNT,EARLIEST_INGEST_TS,LATEST_INGEST_TS
0-1,CONTACT,1757498,1757498,2026-04-09 02:03:42.684000000,2026-04-14 18:59:40.364000000
