DATE,METRIC_NAME,METRIC_VALUE,MR,X_BAR,MR_BAR,UNPL,LNPL,URL,SIGNAL_RULE_1,SIGNAL_RULE_2,SIGNAL_RULE_3,MR_SIGNAL,ANY_SIGNAL
2026-02-01,ACTIVE_YEARLY_SUBSCRIBERS,23432,21,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-02,ACTIVE_YEARLY_SUBSCRIBERS,23417,15,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-03,ACTIVE_YEARLY_SUBSCRIBERS,23399,18,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-04,ACTIVE_YEARLY_SUBSCRIBERS,23389,10,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-05,ACTIVE_YEARLY_SUBSCRIBERS,23370,19,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-06,ACTIVE_YEARLY_SUBSCRIBERS,23357,13,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-07,ACTIVE_YEARLY_SUBSCRIBERS,23336,21,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-08,ACTIVE_YEARLY_SUBSCRIBERS,23320,16,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-09,ACTIVE_YEARLY_SUBSCRIBERS,23311,9,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-10,ACTIVE_YEARLY_SUBSCRIBERS,23290,21,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-11,ACTIVE_YEARLY_SUBSCRIBERS,23282,8,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-12,ACTIVE_YEARLY_SUBSCRIBERS,23267,15,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-13,ACTIVE_YEARLY_SUBSCRIBERS,23260,7,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-14,ACTIVE_YEARLY_SUBSCRIBERS,23250,10,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-15,ACTIVE_YEARLY_SUBSCRIBERS,23238,12,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-16,ACTIVE_YEARLY_SUBSCRIBERS,23225,13,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-17,ACTIVE_YEARLY_SUBSCRIBERS,23199,26,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-18,ACTIVE_YEARLY_SUBSCRIBERS,23183,16,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-19,ACTIVE_YEARLY_SUBSCRIBERS,23163,20,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-20,ACTIVE_YEARLY_SUBSCRIBERS,23150,13,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-21,ACTIVE_YEARLY_SUBSCRIBERS,23133,17,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-22,ACTIVE_YEARLY_SUBSCRIBERS,23113,20,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-23,ACTIVE_YEARLY_SUBSCRIBERS,23100,13,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-24,ACTIVE_YEARLY_SUBSCRIBERS,23085,15,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-25,ACTIVE_YEARLY_SUBSCRIBERS,23050,35,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,true,true
2026-02-26,ACTIVE_YEARLY_SUBSCRIBERS,23041,9,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-27,ACTIVE_YEARLY_SUBSCRIBERS,23027,14,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-02-28,ACTIVE_YEARLY_SUBSCRIBERS,22997,30,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-01,ACTIVE_YEARLY_SUBSCRIBERS,22974,23,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-02,ACTIVE_YEARLY_SUBSCRIBERS,22967,7,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-03,ACTIVE_YEARLY_SUBSCRIBERS,22945,22,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-04,ACTIVE_YEARLY_SUBSCRIBERS,22929,16,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-05,ACTIVE_YEARLY_SUBSCRIBERS,22912,17,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-06,ACTIVE_YEARLY_SUBSCRIBERS,22883,29,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-07,ACTIVE_YEARLY_SUBSCRIBERS,22866,17,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-08,ACTIVE_YEARLY_SUBSCRIBERS,22858,8,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-09,ACTIVE_YEARLY_SUBSCRIBERS,22845,13,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-10,ACTIVE_YEARLY_SUBSCRIBERS,22822,23,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-11,ACTIVE_YEARLY_SUBSCRIBERS,22802,20,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-12,ACTIVE_YEARLY_SUBSCRIBERS,22790,12,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-13,ACTIVE_YEARLY_SUBSCRIBERS,22782,8,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-14,ACTIVE_YEARLY_SUBSCRIBERS,22768,14,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-15,ACTIVE_YEARLY_SUBSCRIBERS,22751,17,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-16,ACTIVE_YEARLY_SUBSCRIBERS,22746,5,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-17,ACTIVE_YEARLY_SUBSCRIBERS,22730,16,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-18,ACTIVE_YEARLY_SUBSCRIBERS,22713,17,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-19,ACTIVE_YEARLY_SUBSCRIBERS,22699,14,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-20,ACTIVE_YEARLY_SUBSCRIBERS,22682,17,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-21,ACTIVE_YEARLY_SUBSCRIBERS,22661,21,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-22,ACTIVE_YEARLY_SUBSCRIBERS,22651,10,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-23,ACTIVE_YEARLY_SUBSCRIBERS,22637,14,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-24,ACTIVE_YEARLY_SUBSCRIBERS,22623,14,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-25,ACTIVE_YEARLY_SUBSCRIBERS,22611,12,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-26,ACTIVE_YEARLY_SUBSCRIBERS,22599,12,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-27,ACTIVE_YEARLY_SUBSCRIBERS,22578,21,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-28,ACTIVE_YEARLY_SUBSCRIBERS,22555,23,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-29,ACTIVE_YEARLY_SUBSCRIBERS,22536,19,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-30,ACTIVE_YEARLY_SUBSCRIBERS,22533,3,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-03-31,ACTIVE_YEARLY_SUBSCRIBERS,22521,12,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-04-01,ACTIVE_YEARLY_SUBSCRIBERS,22494,27,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-04-02,ACTIVE_YEARLY_SUBSCRIBERS,22488,6,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2026-04-03,ACTIVE_YEARLY_SUBSCRIBERS,22471,17,28768.31,10.6,28796.51,28740.12,34.63,true,true,true,false,true
2023-01-01,ARR,11397912,,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-02,ARR,11398716,804,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-03,ARR,11398260,456,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-04,ARR,11398524,264,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-05,ARR,11403804,5280,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-06,ARR,11401092,2712,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-07,ARR,11396796,4296,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-08,ARR,11399736,2940,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-09,ARR,11405580,5844,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-10,ARR,11412060,6480,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-11,ARR,11412780,720,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-12,ARR,11415216,2436,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-13,ARR,11413236,1980,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-14,ARR,11405772,7464,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-15,ARR,11399352,6420,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-16,ARR,11400720,1368,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-17,ARR,11402220,1500,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-18,ARR,11404272,2052,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-19,ARR,11403336,936,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-20,ARR,11391396,11940,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-21,ARR,11380692,10704,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-22,ARR,11369256,11436,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-23,ARR,11369928,672,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-24,ARR,11369508,420,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-25,ARR,11374512,5004,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-26,ARR,11377392,2880,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-27,ARR,11377476,84,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-28,ARR,11372484,4992,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-29,ARR,11362656,9828,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-30,ARR,11361012,1644,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-01-31,ARR,11364852,3840,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-01,ARR,11370972,6120,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-02,ARR,11377656,6684,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-03,ARR,11373912,3744,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-04,ARR,11372064,1848,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-05,ARR,11370948,1116,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-06,ARR,11372556,1608,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-07,ARR,11375532,2976,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-08,ARR,11370900,4632,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-09,ARR,11377380,6480,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-10,ARR,11376696,684,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-11,ARR,11368884,7812,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-12,ARR,11363148,5736,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-13,ARR,11364312,1164,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-14,ARR,11364840,528,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-15,ARR,11363844,996,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-16,ARR,11366292,2448,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-17,ARR,11364696,1596,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-18,ARR,11355912,8784,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-19,ARR,11345364,10548,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-20,ARR,11343144,2220,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-21,ARR,11342532,612,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-22,ARR,11348724,6192,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-23,ARR,11351940,3216,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-24,ARR,11347944,3996,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-25,ARR,11343756,4188,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-26,ARR,11336376,7380,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-27,ARR,11330256,6120,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-02-28,ARR,11324940,5316,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-01,ARR,11306616,18324,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,true,true
2023-03-02,ARR,11293680,12936,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-03,ARR,11297844,4164,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-04,ARR,11293128,4716,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-05,ARR,11292396,732,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-06,ARR,11290668,1728,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-07,ARR,11290056,612,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-08,ARR,11294820,4764,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-09,ARR,11296344,1524,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-10,ARR,11287692,8652,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-11,ARR,11282280,5412,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-12,ARR,11281104,1176,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-13,ARR,11282172,1068,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-14,ARR,11282316,144,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-15,ARR,11281632,684,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-16,ARR,11282556,924,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-17,ARR,11276112,6444,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-18,ARR,11269644,6468,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-19,ARR,11266452,3192,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-20,ARR,11269116,2664,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-21,ARR,11271084,1968,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-22,ARR,11271432,348,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-23,ARR,11267460,3972,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-24,ARR,11262024,5436,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-25,ARR,11252712,9312,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-26,ARR,11254020,1308,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-27,ARR,11252328,1692,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-28,ARR,11260500,8172,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-29,ARR,11268912,8412,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-30,ARR,11284932,16020,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-03-31,ARR,11283924,1008,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-01,ARR,11283996,72,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-02,ARR,11273532,10464,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-03,ARR,11279064,5532,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-04,ARR,11280864,1800,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-05,ARR,11285448,4584,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-06,ARR,11290920,5472,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-07,ARR,11284284,6636,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-08,ARR,11272008,12276,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-09,ARR,11256792,15216,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-10,ARR,11252952,3840,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-11,ARR,11261352,8400,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-12,ARR,11263476,2124,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-13,ARR,11257932,5544,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-14,ARR,11254080,3852,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-15,ARR,11244024,10056,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-16,ARR,11238372,5652,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-17,ARR,11239896,1524,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-18,ARR,11243520,3624,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-19,ARR,11246856,3336,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-20,ARR,11247024,168,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-21,ARR,11244912,2112,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-22,ARR,11238828,6084,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-23,ARR,11236440,2388,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-24,ARR,11239272,2832,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-25,ARR,11237784,1488,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-26,ARR,11235216,2568,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-27,ARR,11236704,1488,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-28,ARR,11241192,4488,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-29,ARR,11240400,792,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-04-30,ARR,11235072,5328,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-01,ARR,11231628,3444,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-02,ARR,11232192,564,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-03,ARR,11233920,1728,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-04,ARR,11230428,3492,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-05,ARR,11230740,312,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-06,ARR,11222484,8256,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-07,ARR,11217960,4524,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-08,ARR,11229888,11928,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-09,ARR,11229480,408,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-10,ARR,11229228,252,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-11,ARR,11232264,3036,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-12,ARR,11225712,6552,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-13,ARR,11217012,8700,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-14,ARR,11211012,6000,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-15,ARR,11213148,2136,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-16,ARR,11215572,2424,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-17,ARR,11219544,3972,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-18,ARR,11223600,4056,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-19,ARR,11218776,4824,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-20,ARR,11211756,7020,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-21,ARR,11204448,7308,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-22,ARR,11209380,4932,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-23,ARR,11211084,1704,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-24,ARR,11211672,588,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-25,ARR,11212668,996,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-26,ARR,11211468,1200,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-27,ARR,11209320,2148,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-28,ARR,11202912,6408,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-29,ARR,11197872,5040,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-30,ARR,11200116,2244,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-05-31,ARR,11209032,8916,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-01,ARR,11217408,8376,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-02,ARR,11214156,3252,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-03,ARR,11205960,8196,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-04,ARR,11199708,6252,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-05,ARR,11203872,4164,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-06,ARR,11208372,4500,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-07,ARR,11201520,6852,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-08,ARR,11204436,2916,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-09,ARR,11204748,312,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-10,ARR,11198340,6408,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-11,ARR,11200764,2424,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-12,ARR,11204412,3648,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-13,ARR,11202504,1908,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-14,ARR,11201580,924,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-15,ARR,11198256,3324,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-16,ARR,11191788,6468,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-17,ARR,11180124,11664,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-18,ARR,11170176,9948,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-19,ARR,11172492,2316,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-20,ARR,11175972,3480,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
2023-06-21,ARR,11184468,8496,8732784.13,4924.53,8745883.39,8719684.87,16088.45,true,true,true,false,true
